file_name,class,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
451.jpg,lying_down,516.13903,327.31745,-263.88264,530.7122,340.57551,-247.77317,529.57592,347.02889,-247.72261,528.40752,353.54313,-247.73447,534.15283,323.98387,-249.51889,536.15379,317.55575,-249.66663,538.05244,311.09153,-249.67131,521.37463,361.26655,-130.13487,534.99767,303.20749,-136.06462,499.82384,336.35336,-220.01076,505.3672,313.57072,-221.69083,457.44446,376.30228,-101.12711,479.01901,262.31938,-75.50215,428.90461,437.57732,-270.73694,424.57691,229.47513,-191.15784,536.07719,435.93204,-397.62016,445.38548,238.90539,-358.1189,567.5589,435.46297,-427.99217,448.58757,238.12446,-384.94202,576.16158,433.21695,-401.37646,456.576,245.37755,-382.12955,561.7207,427.34908,-393.71014,452.26749,249.29541,-361.59103,271.10001,298.71059,3.92141,292.21338,233.2884,-3.5736,147.13274,304.88039,3.98643,193.12088,216.38824,-120.49801,160.02777,269.78911,322.53914,112.20686,210.76538,39.79905,169.848,262.98843,355.56549,101.41455,215.15511,52.82848,122.48966,253.81662,355.61169,67.11887,190.38905,-21.64896
452.jpg,lying_down,491.7466,253.50449,118.25643,505.29499,251.21819,112.61888,508.82828,252.69104,112.65412,512.51312,254.18077,112.6795,499.01237,248.82088,127.43441,497.98244,248.35839,127.29836,496.85925,247.88441,127.21076,522.90607,265.82994,114.76613,502.71721,256.04702,186.07452,495.31036,266.21521,119.94936,487.14813,262.57044,140.70921,520.44872,315.42835,50.47399,452.93587,290.94014,212.83463,451.28479,310.91206,13.09623,361.60439,301.32525,214.11083,389.2812,284.34176,13.23263,302.05944,265.41816,178.18483,377.3917,283.68662,8.99166,283.97491,255.4664,187.50599,373.85098,278.18192,6.47775,286.83208,247.13333,172.41571,377.31499,279.33595,11.90003,294.14103,254.3553,169.73024,353.23189,387.09815,-57.94958,331.08788,356.64019,58.2389,225.60749,321.86282,-153.28649,218.31654,272.16076,-28.72319,107.98,388.13541,-231.51051,96.19411,318.83615,-109.59939,100.09291,413.1645,-236.82766,86.94408,343.86755,-119.24928,45.31515,369.79019,-269.30698,30.53391,293.47361,-163.01046
453.jpg,lying_down,488.71899,249.50678,129.27073,501.66618,247.03852,120.44076,504.92874,248.12159,120.50132,508.325,249.18388,120.53909,496.09459,245.76636,136.50067,495.26405,245.58855,136.42952,494.3314,245.43016,136.45289,517.42199,259.72621,111.70425,498.75374,252.99036,189.99195,491.61903,260.44275,126.98128,484.1433,257.69915,149.67687,517.37793,295.94481,39.21867,449.06349,292.46824,216.95751,463.1102,276.79679,-7.78483,363.42239,302.44709,223.15622,423.65074,252.17222,-14.54243,310.44525,263.38812,182.41997,416.45966,251.88732,-17.52427,293.79309,252.54725,196.17151,413.71578,249.10232,-17.65325,296.4237,243.76562,181.20749,414.61571,251.65913,-13.9714,303.55169,250.48791,174.54439,359.43069,381.99549,-61.40727,335.93613,361.6127,61.66056,228.15823,319.25812,-131.18535,215.68874,279.19275,10.78689,112.45478,383.67159,-213.06061,104.41584,318.14755,-66.54158,106.90205,406.43146,-218.06122,99.52873,339.95333,-75.60323,46.91916,366.79662,-249.88619,37.34564,296.15413,-114.76573
454.jpg,lying_down,487.09591,243.29275,170.85812,497.202,237.9848,161.80302,499.79198,237.89912,161.84433,502.45987,237.80311,161.87538,492.58865,239.46814,178.23086,491.92909,240.35196,178.07901,491.17012,241.29799,177.91004,510.45799,244.49295,141.75817,495.58754,248.65288,217.87405,489.34658,251.55785,163.2691,483.86314,252.94124,185.76382,503.45955,271.43575,70.79909,471.48502,307.76135,235.24836,448.80436,230.45274,90.25408,412.39998,292.44498,277.64273,470.63496,232.03896,226.89892,438.82744,256.9412,297.03968,481.0778,227.60309,235.81732,446.93737,248.44517,298.36292,483.16669,235.90495,225.68342,454.03919,245.29993,308.15893,477.10953,239.01222,225.50858,452.27753,250.26117,299.31042,359.69151,377.20107,-70.18043,351.27956,384.55207,70.17179,242.43299,289.25858,-119.57853,240.44834,293.72975,43.29452,110.59652,330.55143,-216.82682,122.92877,332.74939,-56.61602,97.0713,354.02664,-220.14711,114.24353,355.52133,-66.92527,60.79327,293.92124,-236.39147,64.28275,301.38906,-95.80729
46.jpg,lying_down,514.91859,328.00904,-223.43224,529.34601,342.13308,-214.32178,527.6128,348.50718,-214.18114,525.96855,354.99699,-214.11757,534.92664,326.16626,-215.56007,537.80968,319.54142,-215.73128,540.66704,312.83681,-215.74501,518.86574,358.68665,-119.35243,539.31099,302.68192,-115.53404,498.68603,334.31605,-183.13192,507.14058,310.52556,-183.04541,459.91207,353.86293,-115.76277,480.02106,270.4006,15.70129,359.05037,380.42072,-214.6633,386.91189,251.30905,75.49232,373.55633,291.54634,-275.32093,323.38871,223.36382,56.34851,370.08991,262.14086,-290.55719,304.73148,210.94823,71.14508,392.22511,263.44617,-276.73946,304.34708,211.88262,50.21582,390.05066,273.51823,-267.16913,310.46932,221.61146,49.31124,285.02171,291.42743,-62.9437,294.04591,255.03608,63.19514,175.47466,206.87694,-115.48073,158.50161,240.18723,66.6396,149.61743,318.13614,39.47901,37.12015,268.53613,140.71905,160.53978,340.96012,59.84023,20.07927,281.4414,145.48172,81.58689,319.74243,85.45234,-18.30595,228.69606,108.09832
462.jpg,lying_down,515.79872,325.39046,-271.1208,530.0581,339.67893,-255.6389,528.71082,346.33427,-255.56183,527.32861,353.04357,-255.55878,534.06891,322.74745,-256.4362,536.28693,316.29559,-256.57207,538.40279,309.80292,-256.53833,520.13405,361.70334,-137.90899,535.7444,302.46334,-138.75633,499.235,334.82065,-227.04363,505.56198,311.65689,-227.22467,457.38098,376.49981,-107.46348,481.14895,263.39948,-75.32809,422.72606,438.53491,-291.41003,423.72375,230.09162,-192.33452,532.85023,433.79007,-426.94065,447.26887,241.18029,-360.25532,564.79015,431.38819,-454.28204,451.53908,240.42953,-385.65395,573.72032,430.20029,-428.05466,459.84234,248.15429,-379.39289,558.82988,424.74123,-422.45441,454.77779,252.02079,-362.48833,272.47356,298.28227,2.8,293.27198,233.1944,-2.52567,144.68142,309.48149,-15.48379,189.43539,217.10475,-133.00427,162.95839,269.14006,319.91795,110.52841,212.86749,42.07092,174.37214,262.10409,355.26329,100.91106,217.72021,57.14245,124.87434,249.77866,365.89684,64.0601,191.29665,-8.16325
47.jpg,lying_down,514.09798,329.05163,-227.22956,528.85853,342.577,-217.69209,527.18189,348.91851,-217.55144,525.59692,355.37035,-217.5145,534.42131,326.47542,-220.3039,537.32861,319.69946,-220.45099,540.2047,312.85681,-220.45263,519.09447,358.16111,-118.49836,539.26826,301.86693,-122.06374,497.91573,334.9524,-185.02718,506.30234,311.15733,-187.11922,460.21889,352.07717,-121.70532,480.39661,271.80493,20.02717,358.95527,381.5443,-215.12691,387.47948,254.47975,80.84494,374.39045,290.22849,-275.16733,325.31319,228.60435,57.33158,370.81131,260.52515,-292.04823,306.64362,216.53871,69.43809,393.77972,261.62029,-278.0154,307.56866,217.2254,47.9972,391.1293,272.26553,-267.23713,313.51461,226.29624,49.43809,286.14735,291.46131,-67.74114,296.08358,255.70298,67.92901,177.66624,196.63399,-129.97546,164.96487,232.88099,37.01102,141.10382,309.37251,24.83921,47.44791,274.43974,133.49482,150.21475,333.3407,44.81355,32.48386,288.35795,141.32556,72.1855,308.21875,64.47524,-9.33521,241.60795,109.4958
473.jpg,lying_down,582.88391,375.78395,-169.21095,594.21326,389.12189,-159.29014,592.48329,395.18781,-159.24319,590.82581,401.36135,-159.23846,598.48946,374.39157,-155.42513,600.43823,368.72446,-155.49545,602.28004,362.91072,-155.51048,580.14301,408.88378,-80.63273,596.59981,356.75048,-48.81546,565.27355,384.1319,-137.03008,571.96892,362.52826,-128.66568,507.34585,422.82709,-64.41231,527.18719,311.93802,32.09251,426.92738,458.03152,-119.64588,436.8742,286.67021,83.42155,437.08183,361.64392,-134.92175,372.76901,259.40629,0.22076,431.91532,329.4827,-137.46847,353.51757,249.17936,-14.60842,455.32204,333.33418,-133.33341,357.16904,250.09286,-45.73666,454.3372,344.65293,-129.06451,361.02638,261.69691,-14.0917,303.19361,344.60263,-41.6938,318.93579,281.62574,42.07192,158.47147,338.25763,-22.08112,197.425,262.6504,102.77522,34.76295,333.74353,80.61134,102.82438,248.78423,250.68981,17.70868,337.01909,87.27519,82.74509,256.2775,261.29223,-14.0567,306.27033,-2.34173,69.60756,200.75246,192.11889
474.jpg,lying_down,516.5522,326.09788,-274.93565,531.05164,339.67215,-259.36573,529.94305,346.34917,-259.29739,528.80016,353.07698,-259.26968,534.41612,322.5226,-260.1556,536.35185,315.95541,-260.31094,538.20068,309.34402,-260.32944,521.56506,361.68694,-142.24939,534.96777,301.72351,-142.74404,500.01259,335.87185,-230.82359,505.42099,312.50937,-230.7522,458.49472,375.91547,-114.01395,481.02989,265.33376,-73.16605,423.615,436.52985,-297.42517,426.25874,225.59197,-177.75019,533.6898,433.70021,-430.38952,449.18114,239.218,-338.47454,565.71053,431.82358,-454.63123,452.14855,239.6804,-359.90421,574.73091,431.15078,-430.91774,461.2146,248.50774,-351.84666,559.64222,425.36974,-426.28628,456.38935,251.62276,-339.02779,273.46334,296.03268,-1.48815,295.27191,232.25987,1.71115,147.51101,302.44288,11.69569,189.18201,209.17585,-95.02761,166.4468,264.01251,345.38193,94.38162,208.12582,27.76253,177.47574,257.48837,379.57344,78.81341,214.37173,35.87175,129.74657,244.24865,386.34178,54.06446,181.85015,-50.95142
48.jpg,lying_down,513.85609,327.45109,-240.65517,528.38676,342.27073,-233.13335,526.52355,348.93817,-232.98441,524.75025,355.6996,-232.98159,534.50829,325.77261,-233.23711,537.65228,319.03347,-233.37578,540.75157,312.22601,-233.35827,518.59947,360.44037,-136.47562,540.65296,302.94891,-129.79311,497.83264,334.36066,-198.80089,506.91048,310.18544,-197.79291,459.54231,352.29904,-139.52121,484.23931,276.3527,22.81188,356.48975,380.62217,-225.683,394.04289,256.77526,113.83012,370.49866,291.05318,-275.42215,341.12419,225.46545,91.95053,367.15721,263.02211,-288.95828,325.54497,212.10161,105.63791,390.19669,263.86588,-275.25326,326.60545,211.07304,81.15687,387.54463,274.48079,-267.13383,329.74949,221.02977,82.40376,283.54136,286.90596,-71.42508,296.01379,253.06014,71.53842,175.29354,199.8243,-135.54311,168.65643,229.35745,39.98933,128.75875,309.50197,11.15503,59.90227,275.47957,145.02378,134.76194,333.49179,30.05133,45.58592,289.44114,154.77724,62.96024,304.88002,41.34495,8.43557,244.91,127.51188
481.jpg,lying_down,494.0921,244.08405,167.46948,503.18977,236.69691,145.97364,504.17107,235.02484,146.05883,505.19661,233.42232,146.07874,502.90955,242.49776,159.1725,503.55862,244.88686,159.19362,504.20128,247.34599,159.24475,509.24606,236.77299,70.14984,508.51532,257.17163,130.28955,491.70216,248.89595,144.65094,491.10161,255.57283,162.07964,476.20529,245.85817,27.70044,487.08847,326.85159,93.70929,389.37855,252.33067,60.86543,406.07288,352.90624,81.19669,358.20297,285.04972,143.89244,348.60497,349.48056,58.31089,354.34105,290.98666,145.97578,336.86741,351.57374,53.07568,356.53526,294.9832,141.28233,336.65218,345.97375,53.16442,357.34982,296.05459,142.57647,339.86992,343.61904,58.44165,326.29452,336.16656,-31.47028,334.55723,377.61057,32.04056,213.1069,302.07979,-39.79942,201.72791,346.06942,9.60463,91.85234,300.07719,-126.24076,65.27954,332.66321,-65.59251,69.93455,310.50333,-134.23154,39.54988,344.53305,-75.73425,78.08491,270.52408,-138.62284,41.48388,289.20347,-96.14304
485.jpg,lying_down,516.67427,327.08425,-280.8112,530.62294,340.63188,-263.12443,529.34387,347.28064,-263.04829,528.03825,353.9673,-262.99633,534.37164,323.43063,-265.1214,536.41644,316.78834,-265.28559,538.36781,310.1011,-265.34204,520.12074,361.83057,-140.06053,534.73827,301.56384,-147.06266,499.59129,336.25302,-235.02092,505.45692,312.77721,-236.70927,457.72934,375.76521,-111.22277,479.91524,262.74562,-84.07773,424.74232,439.84523,-299.21169,424.79218,225.97916,-198.60161,535.72243,435.07359,-433.12531,448.90591,240.25761,-356.51436,567.67845,432.78975,-459.44405,452.17342,240.48105,-379.02935,576.38172,431.37491,-434.14898,460.79342,248.61222,-371.08967,561.00067,425.64577,-428.82191,455.8741,251.72633,-356.99318,274.36901,299.30054,4.8841,296.37798,233.58643,-4.64124,148.76238,301.20638,19.92159,197.2506,212.201,-151.08431,162.71404,262.86836,357.36233,103.31596,206.77477,-13.78877,172.98616,255.29941,391.57223,89.08087,210.75644,-4.39267,124.93525,245.25438,385.33783,60.06853,188.16585,-103.15247
487.jpg,lying_down,514.62914,247.06684,206.92522,522.82787,242.89189,185.30699,522.66426,240.73417,185.39379,522.57008,238.64707,185.37531,524.19945,250.06451,191.99612,524.98802,252.70165,191.99669,525.77015,255.40961,192.07365,518.89671,238.92141,106.04851,523.53004,263.42325,138.06948,506.54091,247.36796,183.58471,508.10982,253.91587,192.63786,469.01642,222.16882,49.71764,482.7647,324.82289,100.56713,382.09831,224.90869,76.04562,395.10769,358.34101,79.30924,348.428,243.47463,131.84543,342.22725,347.27732,68.61951,341.10386,245.20062,130.61928,330.87856,349.19861,68.33327,343.36441,249.6916,129.17494,329.68468,340.60061,67.78862,346.22562,253.27506,130.95393,332.46319,337.11419,69.04521,309.22726,308.21394,-24.83528,320.10418,364.81971,25.50874,186.98858,288.89952,-12.41783,188.33763,354.18128,29.32294,63.27347,297.87692,-120.14417,56.80054,357.81398,-49.61555,40.54419,308.84022,-130.97908,31.44514,366.93263,-59.91358,50.24124,272.78606,-125.66027,37.3315,330.22468,-67.19253
488.jpg,lying_down,511.57784,243.81403,135.12571,518.08949,241.35879,122.53199,517.85912,240.10048,122.53997,517.70275,238.88985,122.47837,518.88702,245.51914,127.03547,519.29344,246.96708,126.97609,519.68597,248.45324,127.04501,513.38917,238.45593,88.91018,516.25114,252.95414,108.94957,503.31326,243.72047,127.13648,504.63905,247.55044,132.90102,468.13931,231.9975,45.86774,467.42504,293.58041,101.23447,385.69508,219.38438,74.67046,383.0341,315.76449,91.59021,370.22167,219.32512,109.70652,360.45261,290.99047,60.36414,369.7868,217.14601,97.61289,358.74462,288.10106,54.51169,373.81775,219.71284,95.55835,360.25524,277.47934,48.12774,373.22926,222.95792,106.3158,360.18322,277.59321,56.22695,320.14511,317.60133,-25.71422,324.78233,346.58878,26.28701,192.7096,293.78506,-39.49685,191.6349,333.57508,6.7857,59.47083,297.28017,-117.0687,60.41567,341.29872,-51.99053,37.40589,306.09338,-123.38088,38.75969,351.62521,-59.30322,39.88615,271.4514,-136.47397,34.99725,314.93031,-84.00516
49.jpg,lying_down,514.0572,328.53627,-268.29855,528.62999,344.11351,-259.27708,526.59264,351.03006,-259.09481,524.65485,358.04426,-259.00476,535.31075,326.84707,-259.69318,538.73596,319.69285,-259.83704,542.1209,312.46121,-259.86914,517.83791,362.25866,-152.51028,541.83643,301.55242,-146.14656,497.01469,334.81607,-222.62127,506.90392,309.62374,-221.72134,461.10497,349.18676,-151.49382,485.5154,276.27294,14.32942,359.24171,380.50924,-253.26187,394.49352,256.81097,109.93791,370.75836,291.98639,-327.59308,333.47473,224.7342,107.75301,366.85753,263.96733,-349.91203,316.23322,210.96208,126.11465,389.51019,263.38878,-337.51541,316.03413,211.64708,99.67846,387.08843,273.81063,-321.02322,321.20453,220.81461,98.8697,290.19186,287.53947,-74.86426,299.76007,258.96921,75.07458,182.02705,204.79617,-124.87267,161.40339,251.61249,82.7387,151.91251,320.38659,33.77581,33.31388,273.91397,138.92241,161.12434,344.78559,55.39948,13.07371,286.43397,141.93255,84.03971,318.90512,90.86894,-18.50464,229.54415,105.42341
496.jpg,lying_down,515.8033,326.45697,-270.60389,530.2409,340.09068,-256.00348,529.05144,346.81669,-255.96748,527.83287,353.59491,-255.9992,533.88958,322.98185,-257.32767,535.96283,316.35226,-257.47183,537.93262,309.68954,-257.46426,520.47009,361.94701,-143.11705,534.83864,301.70588,-145.32382,499.28307,336.07166,-227.89686,505.04547,312.54115,-228.59695,457.98897,375.35932,-106.73228,481.07956,264.32465,-74.20897,426.00594,437.383,-262.05683,429.16801,236.06719,-157.64639,535.80738,435.3711,-384.41498,447.84008,242.14651,-308.53924,567.73731,434.3359,-412.58499,450.24166,240.25972,-332.62436,576.74568,431.92852,-388.09818,457.83249,247.93868,-330.16895,562.18433,426.02077,-380.78991,453.7764,252.04019,-311.94708,276.99963,295.42994,-2.92418,297.39985,231.49252,3.23646,153.02322,292.91731,21.90806,186.9364,213.22998,-46.31776,153.41891,265.60375,332.87823,106.54531,212.36918,116.98858,161.31271,261.17091,365.05756,94.42461,217.82514,129.96317,113.33857,246.5088,361.5733,64.18532,191.61813,58.48691
5.jpg,lying_down,561.68739,340.431,-281.5279,573.80714,356.27775,-270.67532,572.2646,363.33406,-270.53776,570.79506,370.54138,-270.36243,578.00377,339.40933,-259.97961,579.99565,333.03437,-260.24811,581.85566,326.55161,-260.74484,559.26502,381.70984,-164.24334,575.7444,321.45329,-104.71432,542.83203,350.88993,-239.82748,549.23351,326.64302,-221.8162,492.9018,400.66861,-126.44834,500.98797,291.88754,22.20051,460.03242,491.36948,-150.92087,441.14323,289.30876,176.88225,439.60953,539.06485,-267.19849,454.97604,274.55,198.00207,435.86075,557.17449,-295.51922,454.54563,270.67105,182.38146,438.54691,547.44495,-329.2115,468.20969,272.95927,159.09395,438.0349,537.17794,-288.99738,466.09474,277.12664,184.46568,280.35099,335.42988,-71.79861,293.74317,276.6134,72.30244,139.64673,328.34833,-26.44347,188.61811,252.95068,198.85231,23.51955,320.61138,155.75373,104.57863,231.48145,399.81571,7.35788,324.54314,170.11663,81.89659,241.12661,416.95805,-27.48463,282.58876,66.14049,76.36547,169.27787,329.88525
50.jpg,lying_down,517.65045,323.63256,-287.95101,531.20361,338.96496,-280.52099,529.23592,345.7717,-280.36686,527.37598,352.66105,-280.30279,537.2641,322.22022,-278.34982,540.30281,315.38464,-278.45455,543.29063,308.46259,-278.5017,519.29657,358.28321,-185.73633,541.29967,299.05709,-168.78794,500.3215,330.99873,-246.73962,509.4059,306.30881,-242.74208,457.70615,351.71082,-182.09476,485.03288,272.28739,-18.94341,357.50305,377.97818,-286.02057,400.40211,256.28514,95.26618,373.10711,292.4685,-359.74312,342.0982,236.97936,110.15359,369.62807,264.09522,-381.66584,322.46147,226.15716,123.96406,392.46628,265.17406,-367.37072,323.78029,230.44609,103.45428,390.42416,275.31249,-352.22382,331.03989,237.94528,103.894,285.38113,288.32594,-70.35336,297.20343,254.1431,70.68362,180.51003,206.89879,-114.82499,162.81353,246.02463,72.76324,142.88931,316.88662,41.26276,40.75407,264.72722,157.67398,148.39307,340.67176,61.47888,20.00036,276.81928,162.72837,78.73116,313.16586,76.24913,-6.06392,218.79177,120.58022
500.jpg,lying_down,527.3595,250.81289,177.29136,540.56129,250.58149,162.31165,542.70405,251.80521,162.30371,544.95674,253.04109,162.31003,538.0249,249.90738,180.16914,538.14445,250.26232,180.06428,538.28026,250.65805,179.93908,548.76167,262.07754,117.23521,541.02612,260.04996,197.096,525.38017,260.68448,163.78712,521.43299,257.54989,187.07495,520.92567,270.58559,27.18689,491.67171,311.51301,206.29173,425.30102,245.05151,19.12217,396.8602,311.94434,217.28458,359.72221,229.5324,79.9408,348.22758,264.13293,191.53713,343.94928,227.98169,79.93415,333.40321,254.94867,191.47999,343.0135,228.52595,87.33801,337.55386,246.9855,190.38486,348.15659,231.4684,84.98577,344.13864,251.25735,188.13459,342.16545,340.59663,-66.95651,338.15411,355.37893,67.26157,210.38082,267.97497,-129.71369,217.90361,283.11118,52.95857,116.39809,375.483,-252.89001,119.85863,373.16534,-59.33247,120.23508,404.10401,-262.02322,121.63273,396.84294,-73.68892,51.8215,370.82889,-278.04333,58.39396,377.46697,-112.53624
501.jpg,lying_down,540.27672,256.96764,163.21072,553.37402,257.28152,149.94435,555.51392,258.63756,149.9505,557.79064,260.03875,149.92587,550.71442,256.64068,170.53684,550.80376,257.0725,170.43242,550.87502,257.5308,170.33997,560.96352,271.36909,105.28822,553.14934,268.52763,199.50922,537.52983,268.09253,148.57747,533.41785,264.96826,175.89314,529.95903,290.47299,11.7005,494.83276,312.83953,212.94712,432.14413,264.67987,-17.46867,401.51257,310.69047,222.35926,348.96393,235.55675,53.82173,348.40561,267.43824,185.75089,328.23898,233.02194,54.58723,331.88618,258.44633,180.44863,327.0274,230.98892,61.90921,337.24781,251.26499,176.17512,334.543,234.01995,58.98383,344.57905,254.89903,179.43962,341.65543,349.30398,-66.65303,333.46729,351.68879,66.91787,203.45425,264.25278,-128.78718,206.6601,279.30305,51.34111,120.9635,373.69763,-194.92067,97.50898,365.35684,-33.87135,125.8493,400.2828,-198.05418,95.17611,388.96623,-46.37078,57.49506,378.46959,-209.59908,35.22491,365.87872,-94.10844
502.jpg,lying_down,540.1466,263.03945,144.75204,554.65637,263.93955,130.28131,557.26757,265.50219,130.30527,560.01343,267.12215,130.28746,551.33324,263.21548,151.82943,551.35109,263.78397,151.7071,551.35803,264.37617,151.65865,565.24025,280.77138,84.35575,555.06355,276.9435,183.95836,538.57025,275.77841,130.12735,533.66951,272.82414,158.84976,534.72881,301.13897,-1.68057,497.45705,326.39674,198.12281,438.56518,272.31508,-27.11409,404.11873,339.631,219.81888,354.41051,235.94167,38.20148,346.61949,317.84924,209.77949,332.98374,231.72193,37.04704,327.89501,315.07421,208.56611,330.95707,228.19716,50.41482,333.09353,308.99383,204.73513,338.76057,231.26877,45.24503,341.68606,310.63213,204.4932,342.6458,360.27045,-67.8089,333.87745,361.78865,68.05633,207.3233,261.16207,-119.42845,210.52204,276.55294,47.4906,125.78039,384.34702,-174.37527,104.75576,364.14059,-12.60186,134.4072,412.03217,-176.07773,106.40478,387.69588,-22.08713,51.85392,395.79984,-183.53943,33.15493,371.20434,-67.32024
503.jpg,lying_down,555.53047,278.73425,83.6325,571.96838,282.51337,79.87067,575.11238,286.13359,79.86463,578.38856,289.78366,79.80895,566.42204,275.39309,97.24915,565.39104,273.09923,97.10456,564.31999,270.77542,97.06024,581.06956,303.17579,89.35269,564.67632,278.74326,169.90316,553.04207,294.10532,89.11499,545.44453,282.63525,112.22219,544.51897,319.00895,9.46176,495.66719,311.34293,221.76222,442.51301,282.9273,-31.21206,401.80782,310.68538,249.12336,356.65768,238.24433,21.98597,347.8912,273.91294,212.05732,333.38009,234.8718,21.14858,327.65743,265.88465,204.10561,334.90322,229.24294,29.58123,335.66235,259.5072,194.35478,343.35754,232.6766,27.24833,345.04974,263.84165,202.79642,336.9746,365.77761,-70.0295,325.88051,349.39539,70.09202,197.06234,252.81641,-131.70476,191.01871,264.04183,15.09229,125.69778,389.13975,-127.70522,99.80627,362.39511,33.89328,135.58846,418.34321,-124.92204,103.33601,386.22911,32.96398,55.29295,405.81079,-146.09685,24.87534,367.61003,-0.02362
504.jpg,lying_down,558.00316,283.70682,83.7427,573.46458,287.8884,82.68372,576.20239,291.67786,82.67688,579.07036,295.49518,82.6351,568.38966,280.11655,98.71454,567.36969,277.48813,98.569,566.3158,274.8383,98.53178,579.93614,308.19174,98.27619,565.26062,281.81185,172.35283,554.0741,298.47699,91.34375,547.27928,286.27544,112.47817,540.56549,320.5733,17.53021,497.96837,312.91675,223.76425,435.107,276.7808,-17.31634,402.0409,298.73737,243.19572,359.45045,232.40218,43.41009,346.65089,252.60341,194.01089,339.41002,227.72103,40.40905,327.08748,240.5569,182.94304,343.37929,224.33169,45.45261,335.22408,236.37523,171.21504,349.91623,228.08872,46.51552,343.7542,241.97453,183.46239,336.29322,364.1801,-70.58921,329.06437,348.56887,70.63651,194.68252,252.3054,-142.58883,192.31892,262.82467,9.99391,119.92762,389.67882,-141.1911,105.74915,370.64898,34.1198,129.35071,418.95181,-138.18492,109.96607,395.32216,34.70732,49.19569,404.47,-158.25449,33.3075,375.59355,9.58329
505.jpg,lying_down,558.6216,280.75238,106.17974,574.39171,283.57721,99.61551,577.17766,286.70102,99.61004,580.08881,289.84906,99.52568,569.81201,277.8921,116.41954,569.11713,276.20676,116.30885,568.4021,274.50537,116.25794,582.33246,302.33105,93.77127,568.90442,282.49612,171.79943,555.29346,294.73712,106.40075,548.86974,285.31669,128.75356,542.68749,315.14706,16.2056,502.41646,316.81257,214.45044,435.9911,278.35402,-15.42428,405.1384,307.28611,241.1894,355.2594,232.75,45.13237,350.93216,265.53045,219.86052,333.3654,227.78671,43.84593,331.8718,255.93083,216.03567,335.55347,223.47297,53.54316,339.10313,250.25582,208.39834,343.18321,227.12704,50.48297,347.48497,254.55036,212.19843,335.77667,361.30749,-67.49485,329.27177,351.34904,67.63116,192.05956,248.74452,-130.53563,192.73079,266.58056,13.37721,129.37141,392.9167,-117.27641,108.46226,366.71597,48.30381,142.08221,420.99117,-113.8053,112.95126,389.72234,49.1189,58.84977,415.81867,-129.3128,35.79092,373.57444,23.86184
506.jpg,lying_down,559.29901,281.4604,105.33734,574.80297,285.4392,102.21786,577.48402,288.89677,102.19966,580.30182,292.37889,102.14684,569.98955,278.8502,118.32051,569.11572,276.80866,118.18698,568.2135,274.74217,118.14771,581.27613,305.36513,108.55824,567.44026,282.60839,183.33265,555.23365,295.78176,109.37995,548.71967,285.03934,130.75785,541.25496,318.43901,29.43936,498.39306,315.06183,225.91208,434.78275,276.35181,-2.35793,401.13708,302.45596,246.77986,356.76216,232.12445,56.24161,347.32452,254.24114,210.00006,336.48064,227.04886,53.62354,329.17427,241.97605,201.67177,339.49726,223.59123,58.89153,337.04983,237.09641,192.2467,346.05499,227.06942,59.4543,344.96658,242.66607,200.87191,338.56876,360.7132,-66.54749,329.02359,347.19592,66.6602,197.50404,251.71806,-141.66613,188.29548,262.72373,4.37141,126.28828,390.61632,-154.48529,101.11671,371.58417,8.04324,135.69521,419.02645,-153.04827,105.20655,395.8964,6.50243,57.64097,409.42423,-169.61657,29.82138,379.06895,-20.57454
507.jpg,lying_down,517.38415,326.77972,-222.582,530.04272,340.19577,-207.90056,528.61988,346.27736,-207.94312,527.20177,352.42364,-208.01764,534.1037,324.7156,-208.14373,536.19682,318.79672,-208.22496,538.18535,312.84991,-208.17402,519.15539,359.81043,-102.58036,534.43077,305.54423,-102.89426,500.9481,334.78941,-183.24249,507.20032,313.40541,-183.75389,454.46346,370.80028,-67.7102,479.14875,264.4675,-49.63557,435.24509,440.52612,-203.83759,432.78938,235.78935,-139.1081,537.75097,438.4235,-313.84405,446.18538,239.61073,-266.82125,567.92992,438.07646,-345.57236,447.53311,238.56733,-289.18369,574.58717,433.73082,-316.49994,453.16345,244.95312,-290.49707,561.43883,427.67535,-308.9892,449.76433,249.24505,-270.60907,270.29377,293.75545,-2.92488,292.23286,230.83486,3.46377,145.56537,295.18464,19.97781,180.63759,213.34846,-3.63963,60.51172,287.17944,152.52149,91.29057,207.1909,120.44945,51.13718,280.46036,161.72302,75.403,213.38845,126.58422,13.30664,287.40214,77.05363,54.1688,178.96872,39.19009
